1	1	468
1	2	557
1	3	378
1	4	264
1	5	334
1	6	593
1	7	596
1	8	120
1	9	111
1	10	112
1	11	460
1	12	624
1	13	474
1	14	602
1	15	215
1	16	124
1	17	605
1	18	350
1	19	25
1	20	119
1	21	503
1	22	428
1	23	247
1	24	510
1	25	64
1	26	50
1	27	537
1	28	105
1	29	81
1	30	76
1	31	27
1	32	1064
1	33	308
1	34	337
1	35	659
1	36	648
1	37	394
1	38	43
1	39	294
1	40	696
1	41	331
1	42	271
1	43	124
1	44	140
1	45	111
1	46	173
1	47	322
1	48	695
1	49	311
1	50	102
1	51	798
1	52	740
1	53	485
1	54	611
1	55	520
1	56	288
1	57	832
1	58	115
1	59	274
1	60	62
2	1	462
2	2	583
2	3	523
2	4	420
2	5	157
2	6	544
2	7	624
2	8	505
2	9	112
2	10	649
2	11	182
2	12	175
2	13	191
2	14	28
2	15	679
2	16	147
2	17	60
2	18	429
2	19	673
2	20	440
2	21	432
2	22	75
2	23	124
2	24	229
2	25	510
2	26	161
2	27	182
2	28	176
2	29	807
2	30	796
2	31	930
2	32	806
2	33	541
2	34	1046
2	35	95
2	36	84
2	37	124
2	38	167
2	39	952
2	40	753
2	41	751
2	42	757
2	43	726
2	44	784
2	45	287
2	46	270
2	47	474
2	48	424
2	49	382
2	50	24
2	51	615
2	52	697
2	53	120
2	54	555
2	55	177
2	56	101
2	57	129
2	58	35
2	59	222
2	60	178
2	61	488
2	62	553
2	63	39
2	64	487
2	65	842
2	66	450
2	67	248
2	68	358
2	69	113
2	70	228
2	71	17
2	72	434
2	73	412
2	74	483
2	75	261
2	76	200
2	77	760
2	78	527
2	79	487
2	80	23
3	1	805
3	2	44
3	3	1121
3	4	158
3	5	443
3	6	663
3	7	276
3	8	391
3	9	634
3	10	346
3	11	386
3	12	136
3	13	263
3	14	176
3	15	227
3	16	640
3	17	13
3	18	109
3	19	116
3	20	347
3	21	304
3	22	170
3	23	795
3	24	1059
3	25	752
3	26	696
3	27	19
3	28	226
3	29	944
3	30	760
3	31	760
3	32	639
3	33	876
3	34	167
3	35	66
3	36	624
3	37	839
3	38	114
3	39	595
3	40	299
3	41	365
3	42	373
3	43	184
3	44	175
3	45	114
3	46	177
3	47	190
3	48	129
3	49	244
3	50	158
3	51	119
3	52	76
3	53	93
3	54	48
3	55	245
3	56	91
3	57	225
3	58	252
3	59	595
3	60	281
3	61	588
3	62	496
3	63	508
3	64	798
3	65	802
3	66	7
3	67	697
3	68	322
3	69	78
3	70	770
3	71	54
3	72	58
3	73	329
3	74	364
3	75	622
3	76	17
3	77	611
3	78	778
3	79	505
3	80	159
3	81	667
3	82	875
3	83	818
3	84	818
3	85	804
3	86	192
3	87	231
3	88	2
4	1	114
4	2	749
4	3	423
4	4	1048
4	5	581
4	6	1014
4	7	49
4	8	1108
4	9	779
4	10	625
4	11	482
4	12	654
4	13	426
4	14	961
4	15	265
4	16	696
4	17	691
4	18	749
4	19	451
4	20	122
4	21	119
4	22	113
4	23	206
4	24	125
4	25	200
4	26	160
4	27	146
4	28	126
4	29	137
4	30	183
4	31	117
4	32	177
4	33	124
4	34	171
4	35	332
4	36	518
4	37	466
4	38	1089
4	39	1381
4	40	1121
4	41	789
4	42	1005
4	43	180
4	44	206
4	45	261
4	46	288
4	47	126
4	48	326
4	49	221
4	50	142
4	51	1167
4	52	1093
4	53	978
4	54	425
4	55	1027
4	56	132
4	57	418
4	58	757
4	59	622
4	60	649
4	61	18
4	62	255
4	63	426
4	64	155
4	65	479
4	66	26
4	67	740
4	68	564
4	69	28
4	70	34
4	71	190
4	72	12
4	73	241
5	1	124
5	2	619
5	3	859
5	4	630
5	5	116
5	6	744
5	7	12
5	8	562
5	9	494
5	10	392
5	11	481
5	12	137
5	13	58
5	14	77
5	15	688
5	16	102
5	17	494
5	18	375
5	19	78
5	20	130
5	21	122
5	22	225
5	23	842
5	24	21
5	25	592
5	26	41
5	27	539
5	28	643
5	29	112
5	30	395
5	31	544
5	32	133
5	33	217
5	34	92
5	35	465
5	36	39
5	37	134
5	38	181
5	39	399
5	40	351
5	41	1227
5	42	301
5	43	300
5	45	588
5	46	65
5	47	44
5	48	53
5	49	196
5	50	509
5	51	291
5	52	206
5	53	206
5	54	218
5	55	227
5	56	625
5	57	110
5	58	870
5	59	260
5	60	568
5	61	423
5	62	493
5	63	504
5	64	532
5	65	70
5	66	632
5	67	116
5	68	54
6	1	436
6	2	66
6	3	369
6	4	66
6	5	741
6	6	103
6	7	747
6	8	142
6	9	156
6	10	145
6	11	149
6	12	136
6	13	636
6	14	17
6	15	398
6	16	156
6	17	102
6	18	347
6	19	355
6	20	498
6	21	460
6	22	556
6	23	298
6	24	54
6	25	597
6	26	604
6	27	447
6	28	234
6	29	112
6	30	93
6	31	636
6	32	611
6	33	1438
6	34	1016
6	36	248
6	37	122
6	38	577
6	39	494
6	40	560
6	41	660
6	42	851
6	43	458
6	44	554
6	45	107
6	46	591
6	47	256
6	48	468
6	49	172
6	50	550
6	51	379
6	52	471
6	53	582
6	54	138
6	55	415
6	56	35
7	1	892
7	2	407
7	3	479
7	4	736
7	5	549
7	6	449
7	7	230
7	8	187
7	9	405
7	10	203
7	11	131
7	12	109
7	13	170
7	14	550
7	15	24
7	16	300
7	17	638
7	19	122
7	20	117
7	21	164
7	22	126
7	23	124
7	24	116
7	25	352
7	26	256
7	27	108
7	28	544
7	29	82
7	30	497
7	31	412
7	32	571
7	33	401
7	35	549
7	36	71
7	37	73
7	38	138
7	39	265
7	40	30
7	41	474
7	42	107
7	43	116
7	44	139
7	45	763
7	46	622
7	47	482
7	48	601
7	49	444
7	50	590
7	51	298
7	52	432
7	53	179
7	54	488
7	55	552
7	56	584
7	57	694
7	58	122
7	59	921
8	1	549
8	2	221
8	3	661
8	4	646
8	5	425
8	6	38
8	7	639
8	8	20
8	9	154
8	10	440
8	11	76
8	12	90
8	13	567
8	14	362
8	15	499
8	16	200
8	17	233
8	18	371
8	19	187
8	20	262
8	21	512
8	22	14
8	23	160
8	24	140
8	25	153
8	26	144
8	27	127
8	28	260
8	29	561
8	30	574
8	31	228
8	32	89
8	33	191
8	34	81
8	35	851
8	36	753
8	37	802
8	38	769
8	39	874
8	40	655
8	41	189
8	42	497
8	43	1046
8	44	728
8	45	808
8	46	306
8	47	766
8	48	625
8	49	747
8	50	842
8	51	134
8	52	209
8	53	128
8	54	233
8	55	113
8	56	211
8	57	1062
8	58	80
8	59	99
8	60	630
8	61	749
8	62	947
8	63	789
8	64	46
8	65	914
8	66	197
8	67	904
8	68	137
9	1	598
9	2	685
9	3	497
9	4	427
9	5	356
9	6	912
9	7	867
9	8	678
9	9	725
9	10	674
9	11	923
9	12	635
9	13	678
9	14	292
9	15	356
9	16	519
9	17	145
9	18	344
9	19	294
9	20	860
9	21	214
9	22	796
9	23	866
9	24	783
9	25	697
9	26	720
9	27	450
9	28	69
9	29	372
9	30	573
9	31	676
9	32	286
9	33	503
9	34	853
9	35	714
9	36	657
9	37	749
9	38	902
9	39	583
9	40	301
9	41	712
9	42	673
9	43	293
9	44	455
9	45	80
9	46	21
9	47	1080
9	48	233
9	49	186
9	50	152
9	51	254
9	52	225
10	1	776
10	2	913
10	3	15
10	4	35
10	5	216
10	6	228
10	7	237
10	8	927
10	9	337
10	10	419
10	11	202
10	12	711
10	13	625
10	14	507
10	15	30
10	16	216
10	17	313
10	18	558
10	19	73
10	20	552
10	21	77
10	22	129
10	23	120
10	24	110
10	25	187
10	26	76
10	27	355
10	28	617
10	29	90
10	30	154
10	31	67
10	32	90
10	33	91
10	34	104
10	35	116
10	36	90
10	37	65
10	38	760
10	39	51
10	40	97
10	41	155
10	42	79
10	43	535
10	44	360
10	45	218
10	46	152
10	47	387
10	48	68
10	49	97
10	50	121
10	51	244
10	52	732
10	53	594
10	54	167
10	55	232
10	56	170
10	57	217
10	58	168
10	59	960
10	60	112
10	61	270
10	62	196
10	63	248
10	64	302
10	65	481
10	66	153
10	67	638
10	68	145
10	69	480
10	70	111
10	71	103
10	72	182
10	73	69
10	74	155
10	75	142
10	76	58
10	77	63
10	78	127
10	79	68
10	80	357
10	81	421
10	82	312
10	83	208
10	84	330
10	85	407
10	86	137
10	87	70
10	88	352
10	89	308
10	90	923
10	91	139
10	92	145
10	93	514
10	94	78
10	95	288
11	1	1034
11	2	1158
11	3	15
11	4	529
11	5	554
11	6	773
11	7	13
11	8	1144
11	9	1025
11	10	51
11	11	775
11	12	777
11	13	37
11	14	40
11	15	129
11	16	870
11	17	194
11	18	82
11	19	31
11	20	593
11	21	94
11	22	544
11	23	606
11	24	852
11	25	623
11	26	721
11	27	701
11	28	121
11	29	517
11	30	647
11	31	281
11	32	143
11	33	181
11	34	192
11	35	59
11	36	68
11	37	125
11	38	150
11	39	103
11	40	154
11	41	9
11	42	319
11	43	102
